transaction_id,store_id,product_sku,quantity,unit_price,transaction_date,customer_id
T0759,STORE_05,SKU-BREAD-046,1,5.52,2026-04-30,C270
T0760,STORE_02,SKU-JUICE-024,3,1.28,2026-04-26,C224
T0761,STORE_02,SKU-MILK-043,7,7.74,2026-04-19,C119
T0762,STORE_03,SKU-BREAD-018,2,5.99,2026-04-21,C142
T0763,STORE_01,SKU-JUICE-033,5,1.94,2026-04-11,C116
T0764,STORE_05,SKU-APPLE-003,9,4.94,2026-04-21,C189
T0765,STORE_04,SKU-MILK-032,2,5.51,2026-04-10,C280
T0766,STORE_04,SKU-BREAD-039,5,5.58,2026-04-15,C277
T0767,STORE_02,SKU-JUICE-014,9,1.24,2026-04-28,C112
T0768,STORE_03,SKU-APPLE-042,2,2.38,2026-04-13,C298
T0769,STORE_02,SKU-BREAD-016,6,6.14,2026-04-15,C231
T0770,STORE_02,SKU-JUICE-017,4,1.06,2026-04-19,C218
T0771,STORE_04,SKU-APPLE-033,9,7.16,2026-04-30,C112
T0772,STORE_02,SKU-JUICE-046,5,1.94,2026-04-27,C236
T0773,STORE_03,SKU-JUICE-038,4,6.76,2026-04-20,C233
T0774,STORE_03,SKU-JUICE-012,2,9.56,2026-04-27,C248
T0775,STORE_05,SKU-BREAD-035,2,8.75,2026-04-26,C257
T0776,STORE_05,SKU-JUICE-033,8,9.35,2026-04-23,C209
T0777,STORE_04,SKU-BREAD-027,8,4.61,2026-04-22,C265
T0778,STORE_01,SKU-MILK-031,10,3.46,2026-04-17,C247
T0779,STORE_05,SKU-APPLE-028,7,6.23,2026-04-14,C134
T0780,STORE_04,SKU-APPLE-039,1,6.24,2026-04-24,C255
T0781,STORE_02,SKU-MILK-020,9,4.69,2026-05-05,C137
T0782,STORE_01,SKU-MILK-017,5,7.53,2026-04-15,C203
T0783,STORE_02,SKU-BREAD-026,5,5.65,2026-04-08,C236
T0784,STORE_05,SKU-BREAD-009,6,5.99,2026-04-16,C282
T0785,STORE_04,SKU-BREAD-043,6,4.03,2026-04-18,C198
T0786,STORE_02,SKU-APPLE-016,10,3.0,2026-04-11,C268
T0787,STORE_02,SKU-MILK-022,3,2.75,2026-04-09,C153
T0788,STORE_04,SKU-BREAD-023,3,1.02,2026-04-30,C103
T0789,STORE_03,SKU-MILK-046,5,4.8,2026-04-26,C259
T0790,STORE_02,SKU-APPLE-019,2,1.79,2026-04-17,C188
T0791,STORE_01,SKU-MILK-045,1,9.83,2026-04-07,C216
T0792,STORE_05,SKU-JUICE-044,1,8.28,2026-04-13,C280
T0793,STORE_05,SKU-APPLE-007,6,4.31,2026-04-09,C105
T0794,STORE_02,SKU-APPLE-034,8,9.19,2026-05-05,C266
T0795,STORE_04,SKU-APPLE-033,9,7.92,2026-04-28,C256
T0796,STORE_05,SKU-MILK-030,2,9.87,2026-04-14,C247
T0797,STORE_04,SKU-APPLE-011,4,9.58,2026-05-01,C108
T0798,STORE_05,SKU-APPLE-043,1,5.47,2026-05-02,C252
T0799,STORE_04,SKU-MILK-002,8,5.72,2026-04-12,C148
T0800,STORE_01,SKU-APPLE-014,7,9.67,2026-04-24,C144
T0801,STORE_04,SKU-MILK-021,7,3.63,2026-04-18,C274
T0802,STORE_05,SKU-JUICE-016,1,5.6,2026-04-26,C213
T0803,STORE_03,SKU-JUICE-017,5,3.65,2026-04-23,C233
T0804,STORE_05,SKU-APPLE-004,2,7.41,2026-04-25,C285
T0805,STORE_03,SKU-JUICE-045,8,3.87,2026-04-22,C196
T0806,STORE_05,SKU-APPLE-021,6,3.15,2026-04-15,C171
T0807,STORE_05,SKU-BREAD-006,8,9.02,2026-04-29,C225
T0808,STORE_01,SKU-MILK-049,8,8.73,2026-04-24,C204
T0809,STORE_01,SKU-JUICE-033,4,1.16,2026-04-27,C169
T0810,STORE_01,SKU-BREAD-033,8,8.95,2026-04-07,C258
T0811,STORE_03,SKU-APPLE-011,10,3.04,2026-04-19,C204
T0812,STORE_01,SKU-BREAD-038,5,8.55,2026-04-15,C274
T0813,STORE_01,SKU-APPLE-029,3,7.58,2026-04-27,C250
T0814,STORE_05,SKU-APPLE-032,10,6.02,2026-04-10,C106
T0815,STORE_03,SKU-APPLE-040,1,5.9,2026-04-19,C287
T0816,STORE_01,SKU-BREAD-005,2,9.4,2026-04-10,C182
T0817,STORE_03,SKU-BREAD-048,2,6.08,2026-05-02,C256
T0818,STORE_01,SKU-JUICE-039,3,6.47,2026-04-06,C266
T0819,STORE_04,SKU-APPLE-005,9,6.19,2026-04-28,C110
T0820,STORE_01,SKU-MILK-015,10,3.28,2026-05-01,C227
T0821,STORE_03,SKU-JUICE-007,6,1.12,2026-04-29,C298
T0822,STORE_03,SKU-BREAD-009,7,3.73,2026-04-29,C161
T0823,STORE_03,SKU-BREAD-022,3,7.34,2026-04-08,C222
T0824,STORE_03,SKU-BREAD-002,2,1.5,2026-04-28,C181
T0825,STORE_03,SKU-BREAD-032,2,2.19,2026-04-18,C179
T0826,STORE_01,SKU-BREAD-013,1,9.22,2026-05-02,C152
T0827,STORE_04,SKU-BREAD-028,5,4.0,2026-04-06,C293
T0828,STORE_03,SKU-APPLE-018,3,8.89,2026-04-26,C200
T0829,STORE_04,SKU-BREAD-035,8,5.11,2026-05-02,C236
T0830,STORE_05,SKU-BREAD-049,1,1.97,2026-04-11,C295
T0831,STORE_02,SKU-MILK-048,5,3.79,2026-04-19,C260
T0832,STORE_03,SKU-JUICE-037,2,4.96,2026-04-19,C153
T0833,STORE_04,SKU-MILK-029,7,7.62,2026-04-21,C167
T0834,STORE_02,SKU-BREAD-004,6,9.76,2026-05-01,C105
T0835,STORE_05,SKU-BREAD-003,8,8.34,2026-04-14,C143
T0836,STORE_04,SKU-JUICE-049,3,4.22,2026-04-23,C217
T0837,STORE_05,SKU-APPLE-008,10,1.39,2026-05-01,C197
T0838,STORE_03,SKU-MILK-044,7,7.93,2026-04-26,C206
T0839,STORE_05,SKU-BREAD-019,8,4.48,2026-04-11,C177
T0840,STORE_03,SKU-BREAD-016,6,1.46,2026-04-19,C126
T0841,STORE_04,SKU-APPLE-042,5,2.45,2026-04-21,C199
T0842,STORE_01,SKU-MILK-019,6,5.94,2026-04-25,C222
T0843,STORE_04,SKU-MILK-011,9,9.61,2026-04-15,C108
T0844,STORE_01,SKU-APPLE-038,10,4.98,2026-04-21,C152
T0845,STORE_04,SKU-JUICE-050,10,3.9,2026-04-12,C266
T0846,STORE_05,SKU-APPLE-041,6,4.99,2026-04-08,C148
T0847,STORE_05,SKU-APPLE-024,7,4.39,2026-04-19,C276
T0848,STORE_02,SKU-BREAD-029,10,6.44,2026-04-12,C110
T0849,STORE_05,SKU-BREAD-031,5,2.38,2026-04-06,C147
T0850,STORE_03,SKU-JUICE-049,5,1.79,2026-04-13,C271
T0851,STORE_03,SKU-APPLE-024,8,9.47,2026-04-27,C260
T0852,STORE_03,SKU-BREAD-001,10,2.15,2026-04-17,C186
T0853,STORE_04,SKU-BREAD-022,8,2.64,2026-04-30,C100
T0854,STORE_04,SKU-MILK-027,9,3.26,2026-05-04,C162
T0855,STORE_04,SKU-BREAD-049,4,3.59,2026-04-08,C179
T0856,STORE_05,SKU-JUICE-029,8,4.6,2026-04-28,C211
T0857,STORE_05,SKU-JUICE-017,1,8.4,2026-04-16,C297
T0858,STORE_03,SKU-BREAD-023,1,6.5,2026-05-04,C156
T0859,STORE_04,SKU-JUICE-009,8,4.42,2026-05-05,C189
T0860,STORE_05,SKU-MILK-008,2,7.71,2026-04-11,C256
T0861,STORE_03,SKU-APPLE-018,9,1.5,2026-04-25,C276
T0862,STORE_02,SKU-BREAD-044,10,8.26,2026-04-21,C251
T0863,STORE_04,SKU-JUICE-040,10,2.54,2026-04-12,C264
T0864,STORE_02,SKU-BREAD-004,8,8.75,2026-04-25,C117
T0865,STORE_05,SKU-BREAD-028,4,8.96,2026-04-30,C157
T0866,STORE_05,SKU-MILK-009,5,9.9,2026-05-04,C283
T0867,STORE_03,SKU-BREAD-047,6,8.38,2026-05-03,C282
T0868,STORE_02,SKU-APPLE-022,3,2.69,2026-04-25,C226
T0869,STORE_02,SKU-BREAD-008,7,3.11,2026-04-21,C228
T0870,STORE_01,SKU-JUICE-033,1,1.82,2026-04-30,C126
T0871,STORE_04,SKU-BREAD-025,7,2.89,2026-04-07,C143
T0872,STORE_05,SKU-MILK-008,9,5.95,2026-04-26,C200
T0873,STORE_04,SKU-MILK-021,2,4.63,2026-04-06,C172
T0874,STORE_01,SKU-BREAD-019,6,2.47,2026-05-04,C129
T0875,STORE_04,SKU-BREAD-021,5,7.43,2026-04-27,C101
T0876,STORE_04,SKU-JUICE-011,6,4.74,2026-04-12,C141
T0877,STORE_04,SKU-JUICE-008,4,5.76,2026-04-20,C194
T0878,STORE_04,SKU-JUICE-039,8,8.27,2026-04-27,C217
T0879,STORE_05,SKU-MILK-020,2,1.45,2026-04-10,C122
T0880,STORE_03,SKU-JUICE-007,4,4.74,2026-04-28,C208
T0881,STORE_04,SKU-MILK-022,4,4.85,2026-04-18,C137
T0882,STORE_01,SKU-APPLE-024,8,7.51,2026-04-19,C157
T0883,STORE_02,SKU-MILK-015,5,8.95,2026-05-03,C246
T0884,STORE_05,SKU-JUICE-044,2,9.37,2026-04-27,C143
T0885,STORE_03,SKU-JUICE-027,6,8.47,2026-04-11,C259
T0886,STORE_01,SKU-MILK-011,5,2.26,2026-04-30,C171
T0887,STORE_03,SKU-BREAD-028,4,7.81,2026-04-22,C198
T0888,STORE_01,SKU-JUICE-025,9,9.08,2026-04-14,C214
T0889,STORE_03,SKU-APPLE-018,5,1.65,2026-04-27,C156
T0890,STORE_01,SKU-JUICE-017,6,1.9,2026-04-28,C237
T0891,STORE_05,SKU-APPLE-016,8,9.16,2026-04-19,C216
T0892,STORE_03,SKU-MILK-040,5,7.64,2026-04-08,C293
T0893,STORE_02,SKU-JUICE-049,5,4.0,2026-05-02,C300
T0894,STORE_03,SKU-JUICE-043,6,5.24,2026-04-16,C146
T0895,STORE_04,SKU-JUICE-027,6,6.95,2026-04-28,C136
T0896,STORE_04,SKU-MILK-047,2,8.76,2026-04-23,C189
T0897,STORE_05,SKU-APPLE-031,6,4.99,2026-04-21,C179
T0898,STORE_05,SKU-MILK-020,2,7.46,2026-05-01,C258
T0899,STORE_03,SKU-JUICE-024,1,6.36,2026-04-12,C130
T0900,STORE_02,SKU-JUICE-037,2,7.12,2026-04-16,C285
T0901,STORE_01,SKU-APPLE-040,1,1.28,2026-05-04,C190
T0902,STORE_04,SKU-MILK-008,10,6.36,2026-04-13,C104
T0903,STORE_02,SKU-BREAD-006,9,4.49,2026-04-07,C107
T0904,STORE_04,SKU-MILK-045,2,9.45,2026-04-24,C190
T0905,STORE_04,SKU-JUICE-042,9,2.34,2026-04-22,C214
T0906,STORE_04,SKU-APPLE-036,10,2.08,2026-04-21,C177
T0907,STORE_01,SKU-BREAD-006,2,2.97,2026-05-04,C114
T0908,STORE_04,SKU-APPLE-023,3,9.73,2026-04-16,C241
T0909,STORE_03,SKU-MILK-004,8,9.54,2026-04-07,C278
T0910,STORE_03,SKU-BREAD-009,7,5.58,2026-04-23,C111
T0911,STORE_04,SKU-MILK-036,10,3.86,2026-04-09,C239
T0912,STORE_02,SKU-JUICE-038,2,3.98,2026-04-30,C149
T0913,STORE_02,SKU-MILK-006,5,4.74,2026-04-10,C237
T0914,STORE_01,SKU-BREAD-043,10,3.39,2026-04-06,C254
T0915,STORE_03,SKU-JUICE-032,5,7.26,2026-04-15,C173
T0916,STORE_02,SKU-JUICE-003,6,6.21,2026-04-22,C220
T0917,STORE_05,SKU-BREAD-002,3,8.6,2026-04-10,C279
T0918,STORE_03,SKU-BREAD-001,10,3.28,2026-04-23,C257
T0919,STORE_05,SKU-JUICE-003,7,9.39,2026-04-08,C184
T0920,STORE_04,SKU-MILK-037,3,1.28,2026-04-08,C141
T0921,STORE_01,SKU-BREAD-014,1,2.98,2026-04-21,C173
T0922,STORE_02,SKU-APPLE-025,3,2.02,2026-04-19,C148
T0923,STORE_04,SKU-JUICE-038,4,1.69,2026-04-16,C188
T0924,STORE_04,SKU-BREAD-045,9,3.22,2026-04-08,C227
T0925,STORE_01,SKU-APPLE-030,7,5.57,2026-04-26,C156
T0926,STORE_04,SKU-BREAD-019,3,4.46,2026-04-28,C299
T0927,STORE_01,SKU-BREAD-020,8,5.57,2026-04-15,C146
T0928,STORE_05,SKU-JUICE-040,3,1.33,2026-05-03,C102
T0929,STORE_02,SKU-BREAD-009,6,5.49,2026-04-10,C147
T0930,STORE_02,SKU-APPLE-031,5,7.92,2026-04-16,C249
T0931,STORE_01,SKU-BREAD-034,3,6.27,2026-04-11,C298
T0932,STORE_01,SKU-BREAD-031,3,6.4,2026-04-11,C281
T0933,STORE_03,SKU-JUICE-028,8,6.97,2026-04-28,C192
T0934,STORE_02,SKU-MILK-021,6,3.47,2026-04-10,C137
T0935,STORE_04,SKU-JUICE-021,10,4.66,2026-04-06,C187
T0936,STORE_03,SKU-BREAD-015,5,6.98,2026-04-22,C197
T0937,STORE_02,SKU-MILK-050,8,6.99,2026-05-02,C200
T0938,STORE_05,SKU-APPLE-029,4,3.6,2026-04-13,C298
T0939,STORE_01,SKU-MILK-035,2,1.14,2026-05-05,C116
T0940,STORE_02,SKU-APPLE-048,2,9.8,2026-04-24,C139
T0941,STORE_05,SKU-JUICE-023,1,4.89,2026-05-05,C183
T0942,STORE_03,SKU-APPLE-001,3,4.36,2026-05-05,C243
T0943,STORE_04,SKU-MILK-036,4,3.97,2026-04-09,C213
T0944,STORE_05,SKU-JUICE-047,6,1.33,2026-04-10,C145
T0945,STORE_03,SKU-MILK-042,6,9.67,2026-04-06,C281
T0946,STORE_01,SKU-JUICE-025,9,9.82,2026-05-03,C191
T0947,STORE_04,SKU-MILK-028,1,2.21,2026-04-27,C149
T0948,STORE_05,SKU-MILK-019,8,6.33,2026-04-29,C114
T0949,STORE_02,SKU-MILK-044,3,3.6,2026-04-14,C193
T0950,STORE_05,SKU-APPLE-033,6,1.4,2026-05-03,C191
T0951,STORE_04,SKU-JUICE-028,8,7.52,2026-04-11,C255
T0952,STORE_04,SKU-MILK-035,10,8.72,2026-05-01,C141
T0953,STORE_01,SKU-BREAD-041,7,3.25,2026-04-10,C242
T0954,STORE_05,SKU-JUICE-048,6,5.19,2026-04-20,C237
T0955,STORE_04,SKU-JUICE-013,4,7.97,2026-04-23,C121
T0956,STORE_04,SKU-MILK-020,8,1.75,2026-04-29,C214
T0957,STORE_01,SKU-APPLE-006,10,8.33,2026-04-12,C138
T0958,STORE_02,SKU-MILK-020,6,2.79,2026-04-06,C217
T0959,STORE_05,SKU-JUICE-018,7,7.27,2026-04-13,C206
T0960,STORE_05,SKU-BREAD-015,10,2.58,2026-04-13,C169
T0961,STORE_04,SKU-MILK-048,8,7.22,2026-04-27,C183
T0962,STORE_04,SKU-BREAD-018,7,1.17,2026-04-14,C184
T0963,STORE_04,SKU-APPLE-039,8,8.77,2026-04-16,C130
T0964,STORE_01,SKU-MILK-012,1,5.91,2026-04-22,C180
T0965,STORE_04,SKU-JUICE-010,10,9.51,2026-04-08,C252
T0966,STORE_04,SKU-MILK-019,4,6.44,2026-04-21,C228
T0967,STORE_05,SKU-JUICE-028,6,8.7,2026-04-25,C262
T0968,STORE_05,SKU-JUICE-034,3,2.53,2026-04-08,C202
T0969,STORE_05,SKU-MILK-020,2,4.19,2026-04-14,C112
T0970,STORE_05,SKU-APPLE-009,10,6.62,2026-04-10,C145
T0971,STORE_01,SKU-MILK-010,6,8.94,2026-04-21,C179
T0972,STORE_02,SKU-JUICE-031,9,6.14,2026-04-26,C258
T0973,STORE_04,SKU-BREAD-025,8,9.92,2026-04-19,C171
T0974,STORE_01,SKU-JUICE-034,4,8.22,2026-05-03,C101
T0975,STORE_05,SKU-BREAD-022,10,8.47,2026-05-02,C190
T0976,STORE_01,SKU-APPLE-015,6,4.19,2026-05-04,C202
T0977,STORE_04,SKU-MILK-032,5,1.29,2026-04-21,C112
T0978,STORE_02,SKU-MILK-021,9,9.39,2026-04-30,C162
T0979,STORE_04,SKU-APPLE-038,9,1.43,2026-04-15,C269
T0980,STORE_04,SKU-JUICE-044,4,1.35,2026-04-26,C229
T0981,STORE_04,SKU-JUICE-021,6,5.55,2026-04-06,C285
T0982,STORE_02,SKU-MILK-016,5,9.91,2026-04-13,C192
T0983,STORE_05,SKU-JUICE-030,5,2.74,2026-04-17,C101
T0984,STORE_05,SKU-JUICE-018,8,1.31,2026-04-27,C274
T0985,STORE_02,SKU-BREAD-023,6,9.2,2026-04-24,C247
T0986,STORE_02,SKU-JUICE-002,4,6.52,2026-04-23,C275
T0987,STORE_03,SKU-MILK-042,10,7.58,2026-04-22,C268
T0988,STORE_02,SKU-BREAD-049,1,1.84,2026-04-20,C188
T0989,STORE_01,SKU-MILK-032,1,7.63,2026-04-09,C104
T0990,STORE_04,SKU-MILK-024,1,1.61,2026-04-25,C279
T0991,STORE_02,SKU-MILK-018,8,7.81,2026-04-09,C268
T0992,STORE_03,SKU-JUICE-011,1,7.54,2026-04-18,C209
T0993,STORE_02,SKU-JUICE-009,4,4.81,2026-04-13,C250
T0994,STORE_01,SKU-JUICE-023,5,4.48,2026-04-28,C195
T0995,STORE_04,SKU-MILK-014,6,1.11,2026-04-08,C267
T0996,STORE_05,SKU-MILK-048,4,6.36,2026-04-18,C222
T0997,STORE_03,SKU-JUICE-016,5,5.73,2026-04-13,C230
T0998,STORE_01,SKU-BREAD-013,7,8.06,2026-04-30,C248
T0999,STORE_04,SKU-BREAD-030,10,3.49,2026-04-21,C191
